smiles,log_p,C,O,N,F,Cl,benzene,NH2,unbrch_alkane,Al_COO,Al_OH_noTert,Al_OH,C_O,NH0,ether,NH1
O=C(O)c1ccc(Oc2ccccc2)cc1,3.91,13,3,0,0,0,2,0,0,0,0,0,1,0,1,0
Nc1nncs1,-0.57,2,0,3,0,0,0,1,0,0,0,0,0,2,0,0
NCCCCCC(=O)O,-2.95,6,2,1,0,0,0,1,2,1,0,0,1,0,0,0
CCS(=O)c1nc(C)cc(C)c1C#N,1.77,10,1,2,0,0,0,0,0,0,0,0,0,2,0,0
Cc1cnc(C)cn1,0.63,6,0,2,0,0,0,0,0,0,0,0,0,2,0,0
O=[N+]([O-])c1cccc(CO)c1,1.21,7,3,1,0,0,1,0,0,0,1,1,0,1,0,0
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,6.8,12,2,0,0,4,2,0,0,0,0,0,0,0,2,0
CC1(c2ccncc2)CCC(=O)NC1=O,0.07,11,2,2,0,0,0,0,0,0,0,0,2,1,0,1
COc1cncc(C#N)n1,0.95,6,1,3,0,0,0,0,0,0,0,0,0,3,1,0
CCS(=O)(=O)CC,-0.59,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,4.05,13,2,0,1,1,2,0,0,0,0,0,1,0,0,0
CN(C=O)c1c(N)[nH]c(=O)n(C)c1=O,-2.03,7,3,4,0,0,0,1,0,0,0,0,1,2,0,1
COc1ccc(-c2nc(C)c(C)nc2-c2ccc(OC)cc2)cc1,4.1,20,2,2,0,0,2,0,0,0,0,0,0,2,2,0
CC1(C(=O)O)CSC(c2cc(O)ccc2O)=N1,1.3,11,4,1,0,0,1,0,0,1,0,0,1,1,0,0
NC(C(=O)O)c1ccccc1,-1.7,8,2,1,0,0,1,1,0,1,0,0,1,0,0,0
CC(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)C(=O)O,3.18,15,4,1,3,0,1,0,0,1,0,0,1,1,2,0
CNC(=O)Oc1ccc(SC)cc1,1.92,9,2,1,0,0,1,0,0,0,0,0,1,0,1,1
NC(=O)c1cccc2ccccc12,1.88,11,1,1,0,0,2,1,0,0,0,0,1,0,0,0
CCCCNc1nnc(C(C)C)c(=O)n1N,1.78,10,1,5,0,0,0,1,1,0,0,0,0,3,0,1
CC1OC(=O)C(C)C(O)C1C,0.36,8,3,0,0,0,0,0,0,0,1,1,1,0,1,0
C#CCOc1ccccc1OCC(O)CNC(C)(C)C,2.32,16,3,1,0,0,1,0,0,0,1,1,0,0,2,1
Cc1c(N2CCCC2)c(=O)n(-c2ccccc2)c(=O)n1C,2.26,16,2,3,0,0,1,0,0,0,0,0,0,3,0,0
C[C@H](N)Cc1ccccc1,1.76,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0
NC(=O)OCc1ccccc1,1.2,8,2,1,0,0,1,1,0,0,0,0,1,0,1,0
CCOC1OC2OC3(C)CC(O)C4C(C)CCC(C1C)C24OO3,2.7,17,6,0,0,0,0,0,0,0,1,1,0,0,3,0
CS(=O)(=O)ON1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,1.71,9,7,2,0,0,1,0,0,0,0,0,2,2,0,0
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,5.03,21,0,3,3,0,2,0,0,0,0,0,0,3,0,0
CN(C)CCOC(=O)c1ccc(C(C)(C)C)cc1,3.94,15,2,1,0,0,1,0,0,0,0,0,1,1,1,0
CC(=O)c1cccc(S(I)=C(N(C)C)N(C)C)c1,-0.88,13,1,2,0,0,1,0,0,0,0,0,1,2,0,0
OCC1CC1c1ccccc1,1.95,10,1,0,0,0,1,0,0,0,1,1,0,0,0,0
CCOC(=O)CNCCCCCSc1c2[nH]cnc2nc[n+]1[O-],0.87,14,3,5,0,0,0,0,5,0,0,0,1,3,1,2
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.56,10,5,2,0,0,1,0,0,0,0,0,0,2,0,0
COc1cc(CCN)cc(OC)c1OC,0.78,11,3,1,0,0,1,1,0,0,0,0,0,0,3,0
NS(=O)(=O)c1nc2ccc([N+](=O)[O-])cc2s1,1.36,7,4,3,0,0,1,1,0,0,0,0,0,2,0,0
CC(C)=CC=C(C)C,3.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccc(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)O[C@@H](n3cnc4c(N(C)C)ncnc43)[C@@H]2O)cc1,0.03,22,5,7,0,0,1,1,0,0,2,2,1,5,2,1
O=C(O)COc1ccccc1Br,2.04,8,3,0,0,0,1,0,0,1,0,0,1,0,1,0
C=C(CC(=O)c1ccc(-c2ccccc2Cl)cc1)C(=O)O,3.32,17,3,0,0,1,2,0,0,1,0,0,2,0,0,0
S=C=Nc1cccc(Br)c1,4.12,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0
COc1ccc(CC(C)N)c(OC)c1,1.75,11,2,1,0,0,1,1,0,0,0,0,0,0,2,0
CNC(=O)ON=Cc1cccc(Oc2ccccc2)c1,3.12,15,3,2,0,0,2,0,0,0,0,0,1,1,1,1
C1=CCCC=C1,2.47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)OCCO,0.39,6,2,0,0,0,0,0,0,0,1,1,0,0,1,0
N#C/N=[N+](\[O-])c1ccccn1,0.53,6,1,4,0,0,0,0,0,0,0,0,0,4,0,0
O=c1cc(CBr)occ1O,0.61,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)CN(CC(C)C)C(=O)C=Cc1ccc2c(c1)OCO2,4.37,18,3,1,0,0,1,0,0,0,0,0,1,1,2,0
CCCCOCCCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,1.3,17,5,5,0,0,0,0,5,0,3,3,0,4,2,1
CCCc1cc(NC(C)=O)ccc1OC,2.72,12,2,1,0,0,1,0,0,0,0,0,1,0,1,1
CC(=O)c1cc2ccc3cccc4ccc(c1)c2c34,4.29,18,1,0,0,0,4,0,0,0,0,0,1,0,0,0
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,0.5,23,7,5,0,0,1,0,0,1,0,0,6,3,0,2
Cc1coc2ccc3ccc(=O)oc3c12,2.38,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0
CNC1=NS(=O)N=C1NCCSCc1ccc(CN(C)C)o1,0.89,13,2,5,0,0,0,0,2,0,0,0,0,3,0,2
O=[N+]([O-])c1nccn1CC(O)CO,-0.96,6,4,3,0,0,0,0,0,0,2,2,0,3,0,0
O=C(NN=Cc1ccccc1O)c1ccco1,2.67,12,3,2,0,0,1,0,0,0,0,0,1,1,0,1
Cc1cc(Br)cc(C(=O)NC2CC2)c1O,3.8,11,2,1,0,0,1,0,0,0,0,0,1,0,0,1
O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,5.06,16,2,1,0,0,4,0,0,0,0,0,0,1,0,0
CCOc1ccc(NC(=O)OCCBr)cc1OCC,2.78,13,4,1,0,0,1,0,0,0,0,0,1,0,3,1
O=C(C(F)(F)F)C(F)(F)F,1.46,3,1,0,6,0,0,0,0,0,0,0,1,0,0,0
Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2Cl)cc1,3.12,12,2,1,0,2,2,1,0,0,0,0,0,0,0,0
O=[N+]([O-])c1ccccc1SSc1ccccc1[N+](=O)[O-],3.37,12,4,2,0,0,2,0,0,0,0,0,0,2,0,0
Cc1cc(C)cc(OC2OC(CO)C(O)C(O)C2O)c1,0.26,14,6,0,0,0,1,0,0,0,4,4,0,0,2,0
O=C(O)c1c(F)cccc1Cl,2.11,7,2,0,1,1,1,0,0,0,0,0,1,0,0,0
Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,5.6,30,1,3,2,0,3,0,0,0,0,0,1,2,0,1
COC(=O)C(=O)OC,-0.17,4,4,0,0,0,0,0,0,0,0,0,2,0,2,0
CCCCNC(=O)c1cc(Br)cc(C)c1O,4.21,12,2,1,0,0,1,0,1,0,0,0,1,0,0,1
O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,4.6,18,4,3,0,0,3,0,0,0,0,0,0,1,0,2
CC1CC2OC(=O)C(C)C2C(O)C2(C)C(=O)C=CC12,0.53,15,4,0,0,0,0,0,0,0,1,1,2,0,1,0
CC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,1.6,11,3,2,0,0,0,0,0,0,0,0,3,0,0,2
CC(C)C(NC(=O)C(N)Cc1ccccc1)C(=O)O,-1.68,14,3,2,0,0,1,1,0,1,0,0,2,0,0,1
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)O,-1.0,23,5,4,0,0,0,1,0,1,0,0,4,1,0,2
CC1=C(C)C(=O)C=CC1=O,1.23,8,2,0,0,0,0,0,0,0,0,0,2,0,0,0
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,1.01,11,3,3,0,0,1,1,0,0,0,0,0,1,0,1
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,3.1,12,3,1,0,2,1,0,0,0,0,0,2,1,1,0
CC(CC(=O)O)n1nnc2ccccc21,-0.2,10,2,3,0,0,1,0,0,1,0,0,1,3,0,0
CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c1ccc(Cl)cc1,3.43,18,3,0,0,1,2,0,0,0,0,0,1,0,0,0
CCCn1ccc(=O)c(O)c1,-0.17,8,2,1,0,0,0,0,0,0,0,0,0,1,0,0
CCOc1cc(Cc2cnc(N)nc2N)cc(OC)c1C(C)(C)O,2.11,17,3,4,0,0,1,2,0,0,0,1,0,2,2,0
CC(=O)OCCOCn1cnc2cnc(N)nc21,-0.61,10,3,5,0,0,0,1,2,0,0,0,1,4,2,0
Cc1ccccc1NS(=O)(=O)c1ccc(N)cc1,2.03,13,2,2,0,0,2,1,0,0,0,0,0,0,0,1
N#Cc1ccc[nH]1,1.13,5,0,2,0,0,0,0,0,0,0,0,0,1,0,1
N#Cc1ccnnc1,-0.63,5,0,3,0,0,0,0,0,0,0,0,0,3,0,0
CNC(=O)Oc1cccc(OC(C)C)c1,1.96,11,3,1,0,0,1,0,0,0,0,0,1,0,2,1
Nc1c(Cl)cc(Cl)cc1Cl,3.52,6,0,1,0,3,1,1,0,0,0,0,0,0,0,0
CON(C)C(=O)Nc1cccc(C#N)c1,1.33,10,2,3,0,0,1,0,0,0,0,0,1,2,0,1
Cc1ccc2c(c1)OCN(CCO[N+](=O)[O-])C2=O,2.44,11,5,2,0,0,1,0,0,0,0,0,1,2,1,0
CCNC(=O)NO,-0.76,3,2,2,0,0,0,0,0,0,0,0,1,0,0,2
COC(=O)CS(=O)(=O)c1ccc(Br)cc1,1.52,9,4,0,0,0,1,0,0,0,0,0,1,0,1,0
CNC(=O)NCCCC(NC(C)=O)C(=O)NCc1ccccc1,-0.33,16,3,4,0,0,1,0,1,0,0,0,3,0,0,4
OCC1OC(OC2CCCCC2)C(O)C(O)C1O,-0.63,12,6,0,0,0,0,0,0,0,4,4,0,0,2,0
C=CC(=O)OC1CCCCC1,2.8,9,2,0,0,0,0,0,0,0,0,0,1,0,1,0
CNC(=O)Oc1cccc([N+](=O)[O-])c1,1.39,8,4,2,0,0,1,0,0,0,0,0,1,1,1,1
CN(C)c1ccnnc1,-0.09,6,0,3,0,0,0,0,0,0,0,0,0,3,0,0
CC(=O)OCCOC(=O)c1ccccc1,1.85,11,4,0,0,0,1,0,1,0,0,0,2,0,2,0
Cn1c(=O)[nH]c(=O)c2[nH]c(=O)[nH]c21,-1.08,6,3,4,0,0,0,0,0,0,0,0,0,1,0,3
CN(C)C(=O)OCc1ccccc1,2.16,10,2,1,0,0,1,0,0,0,0,0,1,1,1,0
CC(N)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)O)C(C)C,-0.59,28,6,5,0,0,2,1,0,1,0,0,5,0,0,4
C=CCN1CCc2nc(N)sc2CC1,1.48,10,0,3,0,0,0,1,0,0,0,0,0,2,0,0
C(=Cc1ccccn1)c1ccccn1,2.11,12,0,2,0,0,0,0,0,0,0,0,0,2,0,0
Cc1nn(-c2ccccc2)c(Nc2ccc(C(F)(F)F)cc2)c1[N+](=O)[O-],3.89,17,2,4,3,0,2,0,0,0,0,0,0,3,0,1
CCCCC(=O)Nc1ccccc1,2.61,11,1,1,0,0,1,0,0,0,0,0,1,0,0,1
CCCN(C)C(=O)c1cccc(Oc2ccccc2)c1,3.44,17,2,1,0,0,2,0,0,0,0,0,1,1,1,0
CN(C)c1cccc2c(S(N)(=O)=O)cccc12,2.01,12,2,2,0,0,2,1,0,0,0,0,0,1,0,0
CSc1cccc(-c2nc(N)nc(N)n2)c1,2.16,10,0,5,0,0,1,2,0,0,0,0,0,3,0,0
COc1cc(OC)c(N=C2NCCN2)cc1Cl,1.38,11,2,3,0,1,1,0,0,0,0,0,0,1,2,2
COCCNc1cc(-c2nnc(N)[nH]2)ccn1,0.94,10,1,6,0,0,0,1,1,0,0,0,0,3,1,2
Clc1cccc(-c2cccc(Cl)c2Cl)c1,5.57,12,0,0,0,3,2,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1ccc2c(c1)-c1ccc([N+](=O)[O-])c3cccc-2c13,4.44,16,4,2,0,0,3,0,0,0,0,0,0,2,0,0
O=c1[nH]cc(Br)c(=O)[nH]1,-0.21,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2
COc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,-0.73,13,7,0,0,0,1,0,0,0,4,4,0,0,3,0
CCC1(C(=O)NC(C)c2ccc(Cl)cc2)C(C)C1(Cl)Cl,4.23,15,1,1,0,3,1,0,0,0,0,0,1,0,0,1
CC(=O)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C,1.75,22,4,2,0,0,2,0,0,0,0,0,4,0,0,2
C=CCN(CC=C)CC=C,2.59,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CNC(=O)N(C)S(=O)(=O)c1cccnc1,0.42,8,3,3,0,0,0,0,0,0,0,0,1,2,0,1
CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C)C(=O)NC(C(N)=O)C(C)C,0.36,21,4,5,0,0,1,1,0,0,0,0,4,0,0,4
O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,7.1,28,1,3,2,1,3,0,0,0,0,0,0,2,0,1
CSc1cnccn1,1.17,5,0,2,0,0,0,0,0,0,0,0,0,2,0,0
OCCCc1ccccn1,0.58,8,1,1,0,0,0,0,0,0,1,1,0,1,0,0
CC(C)(CO)N=O,-0.52,4,2,1,0,0,0,0,0,0,1,1,0,1,0,0
Cc1cccc(C)c1NC(=O)c1ccc(CN2CCCCC2)cc1,3.86,21,1,2,0,0,2,0,0,0,0,0,1,1,0,1
CCOC(=O)CBr,1.12,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0
CC(C)CC(N)C(=O)NC(C(=O)NC(C(=O)O)C(C)C)C(C)C,-2.1,16,4,3,0,0,0,1,0,1,0,0,3,0,0,2
CCCC(N)C(=O)O,-2.11,5,2,1,0,0,0,1,0,1,0,0,1,0,0,0
c1ccc(Nc2ccccc2)cc1,3.5,12,0,1,0,0,2,0,0,0,0,0,0,0,0,1
CCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,3.62,17,4,2,0,0,1,0,1,0,0,0,1,1,3,1
CN(C)C(=O)c1ccccc1O,0.44,9,2,1,0,0,1,0,0,0,0,0,1,1,0,0
CCOC(=O)CCC(=O)OCC,1.2,8,4,0,0,0,0,0,0,0,0,0,2,0,2,0
CSCC(NC(C)=O)C(N)=O,-0.6,6,2,2,0,0,0,1,0,0,0,0,2,0,0,1
Clc1ccc(Cl)c(NC2=NCCN2)c1Cl,2.46,9,0,3,0,3,1,0,0,0,0,0,0,1,0,2
CN1CCN(C)CC1,-0.4,6,0,2,0,0,0,0,0,0,0,0,0,2,0,0
CCCNC(=O)Cn1cccc(O)c1=O,-0.24,10,3,2,0,0,0,0,0,0,0,0,1,1,0,1
Clc1cccc(Oc2ccc(Cl)c(Cl)c2Cl)c1Cl,6.3,12,1,0,0,5,2,0,0,0,0,0,0,0,1,0
CCN(CC)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.29,10,7,4,0,0,1,0,0,0,0,0,0,4,0,0
O=[N+]([O-])OCCOCCO[N+](=O)[O-],0.98,4,7,2,0,0,0,0,4,0,0,0,0,2,1,0
O=C1C(=O)c2cccc3cccc1c23,1.95,12,2,0,0,0,2,0,0,0,0,0,2,0,0,0
Nc1nc(-c2ccnc(NCCc3ccccc3)c2)n[nH]1,2.63,15,0,6,0,0,1,1,0,0,0,0,0,3,0,2
CC(=O)Nc1cc(Cl)ccc1C,1.82,9,1,1,0,1,1,0,0,0,0,0,1,0,0,1
COc1cccc(C2(O)CCCCC2CN(C)C)c1,2.51,16,2,1,0,0,1,0,0,0,0,1,0,1,1,0
CSc1ccccc1N,1.2,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Cc1coc2c(C)c3oc(=O)cc(C)c3cc12,3.25,14,3,0,0,0,1,0,0,0,0,0,0,0,0,0
CCc1ccccn1,1.69,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CCCC#N,0.53,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CCCCOC(=O)/C=C/c1ccc(O)c(O)c1,3.53,13,4,0,0,0,1,0,1,0,0,0,1,0,1,0
CCCCOP(=O)(OCCCC)Oc1ccccc1,4.27,14,4,0,0,0,1,0,2,0,0,0,0,0,0,0
CCOC(=O)c1c[nH]cc1C,2.14,8,2,1,0,0,0,0,0,0,0,0,1,0,1,1
CCCCCCNC(=O)N1C(=O)N(C)CC1O,2.39,11,3,3,0,0,0,0,3,0,1,1,2,2,0,1
OCC1CC(F)C(n2cnc3c(I)ncnc32)O1,0.63,10,2,4,1,0,0,0,0,0,1,1,0,4,1,0
COC(=O)c1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,0.95,15,4,4,0,0,1,2,0,0,0,0,1,2,3,0
O=C(c1ccccc1)c1ccc(N=C=S)cc1,4.88,14,1,1,0,0,2,0,0,0,0,0,1,1,0,0
CCCCN(SN(C)C(=O)ON=C(C)SC)C(C)=O,2.4,11,3,3,0,0,0,0,0,0,0,0,2,3,0,0
CN(C)C(=O)OCc1ccc([N+](=O)[O-])cc1,1.95,10,4,2,0,0,1,0,0,0,0,0,1,2,1,0
COC(=O)c1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1,3.5,16,3,2,0,1,1,0,0,0,0,0,1,1,2,1
Cc1cc(Cl)c(C(C)C)c(Cl)c1Cl,6.2,10,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Cl/C=C\Cl,1.86,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Cn1c(N)c(NC=O)c(=O)n(C)c1=O,-0.64,7,3,4,0,0,0,1,0,0,0,0,1,2,0,1
CCOc1ccc(NC(=O)OCCF)cc1OCC,2.27,13,4,1,1,0,1,0,0,0,0,0,1,0,3,1
Fc1ccccc1C1OCC2ON=C(c3ccccc3)C2CO1,2.35,18,3,1,1,0,2,0,0,0,0,0,0,1,2,0
CC(NCC(O)CON=C(C1CC1)C1CC1)c1ccccc1,2.32,18,2,2,0,0,1,0,0,0,1,1,0,1,0,1
CCC(C)C(NC(=O)CNC(=O)C1CCCN1C(=O)C(N)Cc1ccc(O)cc1)C(=O)O,-1.65,22,6,4,0,0,1,1,0,1,0,0,4,1,0,2
CCn1c(=O)[nH]c(=O)c2[nH]cnc21,-0.11,7,2,4,0,0,0,0,0,0,0,0,0,2,0,2
COC(=O)NC1=NCC(c2cccc(F)c2)N1,1.41,11,2,3,1,0,1,0,0,0,0,0,1,1,1,2
O=[N+]([O-])c1cncn1CCN1CCOCC1,0.07,9,3,4,0,0,0,0,0,0,0,0,0,4,1,0
COCC(F)Cn1cnc([N+](=O)[O-])n1,-0.04,6,3,4,1,0,0,0,0,0,0,0,0,4,1,0
CCC(CC)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,1.71,15,5,2,0,0,1,0,0,0,2,2,1,1,0,1
CCC(C)c1cccc(C(C)C)c1O,3.85,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,4.16,20,2,3,0,0,2,0,0,0,1,1,0,3,1,0
NC(=O)CCc1ccccc1,0.91,9,1,1,0,0,1,1,0,0,0,0,1,0,0,0
CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.63,16,11,0,0,0,0,0,0,0,0,0,5,0,6,0
CC(=O)Nc1ccc(C(=O)O)cc1,1.31,9,3,1,0,0,1,0,0,0,0,0,2,0,0,1
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C(C)C)c1,2.57,11,6,1,0,0,1,0,0,0,0,0,0,1,0,0
COc1ccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)cc1OC,2.09,20,4,2,0,0,2,0,0,0,0,0,2,1,2,1
CCOC(=O)C(C#N)=NNc1cccc(Cl)c1,3.94,11,2,3,0,1,1,0,0,0,0,0,1,2,1,1
CCOS(=O)(=O)c1ccc2c(c1)C(C)(C)CO2,2.41,12,4,0,0,0,1,0,0,0,0,0,0,0,1,0
NC(=O)c1cccc(O)c1,0.39,7,2,1,0,0,1,1,0,0,0,0,1,0,0,0
CCOCC1CO1,0.36,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0
CC(O)CCC(=O)c1ccoc1,0.84,9,3,0,0,0,0,0,0,0,1,1,1,0,0,0
CC(=O)OCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,0.11,8,6,1,0,0,0,1,0,0,0,0,1,0,1,0
CC1(C)OC23CC1CCC2CCCC3(C)O,3.57,14,2,0,0,0,0,0,0,0,0,1,0,0,1,0
O=C1NC(=O)C2(CC2)C(=O)N1,-0.53,6,3,2,0,0,0,0,0,0,0,0,3,0,0,2
FC(F)(F)c1cccc(C(F)(F)F)c1,3.83,8,0,0,6,0,1,0,0,0,0,0,0,0,0,0
CC1OC(C)OC(C)O1,0.67,6,3,0,0,0,0,0,0,0,0,0,0,0,3,0
CCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1,5.29,20,3,2,0,0,1,0,3,0,0,0,1,1,2,1
C#CC1(OC(=O)C2=CN(C)C=CC2)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,4.49,28,3,1,0,0,0,0,0,0,0,0,2,1,1,0
CCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1,2.66,13,4,3,3,0,1,1,1,0,0,0,0,0,0,2
O=[N+]([O-])c1nccn1CC(O)CF,-0.52,6,3,3,1,0,0,0,0,0,1,1,0,3,0,0
CC1=Nc2c(I)cc(Cl)cc2S(=O)(=O)N1,1.81,8,2,2,0,1,1,0,0,0,0,0,0,1,0,1
OCc1ccc2ccccc2c1,2.21,11,1,0,0,0,2,0,0,0,1,1,0,0,0,0
COCN1C(=O)CN=C(c2ccccc2F)c2cc(N)ccc21,1.31,17,2,3,1,0,2,1,0,0,0,0,1,2,1,0
CCN(CC)CCNc1ccc(C)c(Cl)c1,4.14,13,0,2,0,1,1,0,0,0,0,0,0,1,0,1
O=C(Nc1ccc2nn(C3CCCCC3)nc2c1)c1ccccc1,4.45,19,1,4,0,0,2,0,0,0,0,0,1,3,0,1
O=C(Nc1ccc(Cl)cc1[N+](=O)[O-])c1cc(Br)cc(Br)c1O,5.05,13,4,2,0,1,2,0,0,0,0,0,1,1,0,1
CCNC(=NC#N)NS(=O)(=O)c1cnccc1NC1CCCCCC1,1.53,16,2,6,0,0,0,0,0,0,0,0,0,3,0,3
CN(C)C1=NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,1.14,10,4,3,0,0,0,0,0,0,0,0,1,3,0,0
N=C(N)N[N+](=O)[O-],-0.89,1,2,4,0,0,0,1,0,0,0,0,0,1,0,2
Cc1cccn2c(=O)ccnc12,0.79,9,1,2,0,0,0,0,0,0,0,0,0,2,0,0
CCC(CC)COC(N)=O,1.98,7,2,1,0,0,0,1,0,0,0,0,1,0,1,0
CC(=O)Oc1ccc(N)cc1,0.45,8,2,1,0,0,1,1,0,0,0,0,1,0,1,0
CC(C)OC(=O)c1cc(OC(=O)N2CCCC2)c(F)cc1Cl,4.22,15,4,1,1,1,1,0,0,0,0,0,2,1,2,0
Brc1ccccc1,2.99,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Clc1cccc(Br)c1N=C1NCCN1,1.73,9,0,3,0,1,1,0,0,0,0,0,0,1,0,2
O=C(O)COc1ccc(S(=O)(=O)F)cc1,1.82,8,5,0,1,0,1,0,0,1,0,0,1,0,1,0
COC=O,0.03,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0
CC(=O)c1ccccc1NCCO,1.59,10,2,1,0,0,1,0,0,0,1,1,1,0,0,1
CCCNC1CCc2c(O)cccc2C1C,2.88,14,1,1,0,0,1,0,0,0,0,0,0,0,0,1
S=C=NCCCCc1ccccc1,4.0,11,0,1,0,0,1,0,2,0,0,0,0,1,0,0
O=C(Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@@H]1F)c1ccccc1,0.73,17,3,5,1,0,1,0,0,0,1,1,1,4,1,1
CCCCC1CO1,1.95,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0
NC(=O)Cc1ccc(C(=O)O)cc1,0.3,9,3,1,0,0,1,1,0,0,0,0,2,0,0,0
CC1=C(C(N)=O)SCCO1,-0.22,6,2,1,0,0,0,1,0,0,0,0,1,0,1,0
NC(=O)c1cccc(S(N)(=O)=O)c1,-0.84,7,3,2,0,0,1,2,0,0,0,0,1,0,0,0
Clc1ccc(-c2nc3ncccc3[nH]2)cc1,2.95,12,0,3,0,1,1,0,0,0,0,0,0,2,0,1
S=C(NN=Cc1ccco1)Nc1ccccc1,3.13,12,1,3,0,0,1,0,0,0,0,0,0,1,0,2
O=Cc1ccccc1Cl,2.33,7,1,0,0,1,1,0,0,0,0,0,1,0,0,0
OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,4.04,22,4,1,2,0,2,0,0,0,2,2,0,0,2,1
COC(=O)c1cc(Sc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],4.76,15,4,1,3,1,2,0,0,0,0,0,1,1,1,0
CN=C1SC(=Cc2ccc([N+](=O)[O-])o2)C(=O)N1C,1.42,10,4,3,0,0,0,0,0,0,0,0,1,3,0,0
CC1(C)N=C(N)N=C(N)N1c1cccc(C#N)c1,-0.24,12,0,6,0,0,1,2,0,0,0,0,0,4,0,0
COc1cccc2c1CCC(N)C2C,2.26,12,1,1,0,0,1,1,0,0,0,0,0,0,1,0
O=C1C(Nc2ccccc2)=C(S(=O)(=O)c2ccccc2)C(=O)c2ccccc21,3.38,22,4,1,0,0,3,0,0,0,0,0,2,0,0,1
COC(=O)CCCc1ccccc1,2.77,11,2,0,0,0,1,0,0,0,0,0,1,0,1,0
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,3.83,10,5,1,0,0,1,0,0,0,0,0,0,1,0,0
